Subject_Name,Evaluation_Name,Student_Name,Grade
Art,TP Final,Rita Orange,4.3
Art,TP Final,Rita White,5.6
Art,TP Final,Sam Azure,6.4
Art,TP Final,Sam Davis,5.6
Art,TP Final,Sam Magenta,5.0
Art,TP Final,Sam Orange,4.0
Art,TP1,Alice Johnson,6.0
Art,TP1,Bob Red,4.2
Art,TP1,Charlie Magenta,6.2
Art,TP1,Charlie Pink,4.4
Art,TP1,Charlie Red,5.1
Art,TP1,Frank Beige,4.2
Art,TP1,Frank Brown,5.0
Art,TP1,Frank Gray,4.9
Art,TP1,Frank Green,5.3
Art,TP1,Frank Orange,4.6
Art,TP1,Hank Purple,4.8
Art,TP1,Hank Teal,4.7
Art,TP1,Jack Gray,5.7
Art,TP1,Jack Yellow,4.3
Art,TP1,Mona Beige,4.8
Art,TP1,Olivia Magenta,4.6
Art,TP1,Paul Indigo,5.0
Art,TP1,Paul Pink,4.2
Art,TP1,Paul Yellow,4.9
Art,TP1,Rita Purple,4.9
Art,TP1,Sam Red,3.6
Art,TP10,Alice Black,5.0
Art,TP10,Alice Blue,5.3
Art,TP10,Alice Cyan,5.3
Art,TP10,Alice Indigo,4.0
Art,TP10,Alice Johnson,6.3
Art,TP10,Alice Magenta,6.3
Art,TP10,Alice Orange,3.7
Art,TP10,Alice Red,5.3
Art,TP10,Alice Teal,3.7
Art,TP10,Alice Violet,5.7
Art,TP10,Bob Black,4.7
Art,TP10,Bob Green,3.0
Art,TP10,Bob Magenta,4.7
Art,TP10,Bob White,3.7
Art,TP10,Charlie Beige,2.7
Art,TP10,Charlie Black,4.7
Art,TP10,Charlie Brown,6.7
Art,TP10,Charlie Cyan,5.0
Art,TP10,Charlie Davis,6.3
Art,TP10,Charlie Green,4.3
Art,TP10,Charlie Magenta,3.0
Art,TP10,Charlie White,7.3
Art,TP10,Charlie Yellow,6.7
Art,TP10,Dana Cyan,4.7
Art,TP10,Dana Davis,3.0
Art,TP10,Dana Johnson,6.0
Art,TP10,Dana Pink,5.7
Art,TP10,Dana Purple,5.3
Art,TP10,Dana Yellow,2.0
Art,TP10,Eve Gray,6.7
Art,TP10,Eve Johnson,5.3
Art,TP10,Eve Pink,2.3
Art,TP10,Eve Red,7.3
Art,TP10,Eve Violet,6.3
Art,TP10,Eve White,4.0
Art,TP10,Frank Beige,6.7
Art,TP10,Frank Green,5.0
Art,TP10,Frank Indigo,5.7
Art,TP10,Frank White,6.7
Art,TP10,Grace Azure,6.3
Art,TP10,Grace Beige,5.7
Art,TP10,Grace Blue,4.3
Art,TP10,Grace Orange,5.3
Art,TP10,Grace Purple,8.0
Art,TP10,Grace Violet,6.7
Art,TP10,Hank Azure,4.3
Art,TP10,Hank Teal,2.0
Art,TP10,Hank Yellow,5.3
Art,TP10,Ivy Beige,5.7
Art,TP10,Ivy Black,4.3
Art,TP10,Ivy Brown,5.7
Art,TP10,Ivy Cyan,5.7
Art,TP10,Ivy Davis,4.0
Art,TP10,Ivy Gray,4.0
Art,TP10,Ivy Magenta,4.0
Art,TP10,Ivy Orange,2.7
Art,TP10,Ivy Violet,3.7
Art,TP10,Jack Azure,1.7
Art,TP10,Jack Green,4.7
Art,TP10,Jack Indigo,7.0
Art,TP10,Jack Magenta,2.0
Art,TP10,Jack Orange,4.7
Art,TP10,Jack Pink,7.0
Art,TP10,Jack Violet,7.0
Art,TP10,Jack White,2.7
Art,TP10,Kelly Azure,4.0
Art,TP10,Kelly Beige,5.3
Art,TP10,Kelly Blue,5.0
Art,TP10,Kelly Green,4.7
Art,TP10,Kelly Magenta,8.7
Art,TP10,Kelly Yellow,8.3
Art,TP10,Liam Black,8.0
Art,TP10,Liam Blue,1.7
Art,TP10,Liam Indigo,2.3
Art,TP10,Liam Johnson,3.3
Art,TP10,Liam Orange,7.3
Art,TP10,Mona Black,4.7
Art,TP10,Mona Brown,5.0
Art,TP10,Mona Davis,5.7
Art,TP10,Mona Gray,5.0
Art,TP10,Mona Green,4.0
Art,TP10,Mona Orange,7.0
Art,TP10,Nick Brown,3.7
Art,TP10,Nick Gray,5.0
Art,TP10,Nick Indigo,5.3
Art,TP10,Nick Johnson,0.3
Art,TP10,Olivia Cyan,7.3
Art,TP10,Olivia Violet,6.7
Art,TP10,Paul Black,8.7
Art,TP10,Paul Brown,6.7
Art,TP10,Paul Indigo,2.3
Art,TP10,Paul Pink,5.3
Art,TP10,Paul Purple,3.3
Art,TP10,Paul Teal,3.7
Art,TP10,Quincy Black,4.3
Art,TP10,Quincy Blue,4.7
Art,TP10,Quincy Cyan,5.7
Art,TP10,Quincy Davis,1.7
Art,TP10,Quincy Johnson,3.0
Art,TP10,Quincy Orange,6.7
Art,TP10,Quincy Pink,5.0
Art,TP10,Quincy White,5.3
Art,TP10,Rita Blue,3.0
Art,TP10,Rita Brown,4.3
Art,TP10,Rita Johnson,6.3
Art,TP10,Rita Orange,7.7
Art,TP10,Rita White,2.3
Art,TP10,Rita Yellow,4.0
Art,TP10,Sam Davis,4.0
Art,TP10,Sam Indigo,4.7
Art,TP10,Sam Magenta,3.0
Art,TP10,Sam Red,3.0
Art,TP10,Sam White,4.0
Art,TP2,Alice Magenta,5.3
Art,TP2,Bob Cyan,4.7
Art,TP2,Bob Red,4.9
Art,TP2,Charlie Purple,6.0
Art,TP2,Frank Magenta,5.6
Art,TP2,Hank Purple,4.2
Art,TP2,Jack Johnson,5.3
Art,TP2,Liam Indigo,5.3
Art,TP2,Liam Teal,4.9
Art,TP2,Nick Davis,5.1
Art,TP2,Quincy Davis,3.7
Art,TP2,Sam Brown,5.2
Art,TP3,Alice Orange,5.3
Art,TP3,Charlie Azure,4.5
Art,TP3,Dana Azure,5.7
Art,TP3,Ivy Yellow,5.3
Art,TP3,Jack Brown,5.1
Art,TP3,Jack Teal,5.6
Art,TP3,Liam Beige,4.3
Art,TP3,Mona Davis,5.6
Art,TP3,Nick Magenta,5.0
Art,TP3,Paul Pink,4.5
Art,TP3,Quincy Magenta,5.2
Art,TP3,Rita Green,4.7
Art,TP3,Rita Johnson,5.9
Art,TP3,Rita White,4.7
Art,TP4,Alice Davis,3.9
Art,TP4,Bob Beige,4.4
Art,TP4,Bob Davis,5.6
Art,TP4,Eve Green,3.8
Art,TP4,Eve Orange,3.4
Art,TP4,Eve Violet,4.9
Art,TP4,Frank Black,3.9
Art,TP4,Grace Davis,5.9
Art,TP4,Grace Green,2.9
Art,TP4,Grace Johnson,2.6
Art,TP4,Grace Red,5.5
Art,TP4,Hank Indigo,5.4
Art,TP4,Ivy Beige,2.3
Art,TP4,Ivy Cyan,5.4
Art,TP4,Jack Green,4.4
Art,TP4,Kelly Black,4.1
Art,TP4,Kelly Brown,4.9
Art,TP4,Kelly Orange,5.8
Art,TP4,Kelly Purple,5.5
Art,TP4,Liam Blue,6.6
Art,TP4,Liam White,5.4
Art,TP4,Mona Black,7.0
Art,TP4,Mona Gray,3.9
Art,TP4,Nick Blue,3.6
Art,TP4,Nick White,6.0
Art,TP4,Olivia Brown,2.8
Art,TP4,Olivia Orange,4.1
Art,TP4,Paul Orange,5.0
Art,TP4,Paul Violet,4.5
Art,TP4,Paul White,4.4
Art,TP4,Rita Beige,5.0
Art,TP4,Rita Teal,4.1
Art,TP4,Rita Violet,4.9
Art,TP4,Sam Beige,7.0
Art,TP4,Sam White,4.9
Art,TP5,Alice Cyan,4.3
Art,TP5,Alice Magenta,2.0
Art,TP5,Alice Yellow,6.0
Art,TP5,Bob Azure,2.7
Art,TP5,Bob Blue,4.7
Art,TP5,Bob Davis,6.0
Art,TP5,Bob Green,7.0
Art,TP5,Bob Red,4.7
Art,TP5,Bob Violet,7.3
Art,TP5,Bob White,7.0
Art,TP5,Bob Yellow,7.7
Art,TP5,Charlie Black,6.0
Art,TP5,Charlie Indigo,6.7
Art,TP5,Charlie Johnson,4.3
Art,TP5,Charlie Orange,6.0
Art,TP5,Charlie Violet,5.7
Art,TP5,Dana Blue,3.3
Art,TP5,Dana Davis,4.3
Art,TP5,Dana Indigo,7.0
Art,TP5,Dana Johnson,5.0
Art,TP5,Dana Magenta,3.0
Art,TP5,Dana Pink,4.7
Art,TP5,Dana Purple,3.0
Art,TP5,Dana White,6.3
Art,TP5,Eve Azure,5.0
Art,TP5,Eve Blue,4.7
Art,TP5,Eve Cyan,6.3
Art,TP5,Eve Davis,3.3
Art,TP5,Eve Green,8.7
Art,TP5,Eve Indigo,4.7
Art,TP5,Eve Orange,2.3
Art,TP5,Eve Red,4.0
Art,TP5,Eve White,5.0
Art,TP5,Frank Cyan,5.0
Art,TP5,Frank Davis,2.7
Art,TP5,Frank Orange,2.3
Art,TP5,Frank Red,3.0
Art,TP5,Frank Violet,8.0
Art,TP5,Frank Yellow,6.7
Art,TP5,Grace Azure,3.3
Art,TP5,Grace Beige,3.0
Art,TP5,Grace Black,2.7
Art,TP5,Grace Cyan,5.0
Art,TP5,Grace Davis,7.7
Art,TP5,Grace Green,4.3
Art,TP5,Grace Pink,9.3
Art,TP5,Grace Purple,6.0
Art,TP5,Grace Teal,5.0
Art,TP5,Hank Black,8.0
Art,TP5,Hank Blue,5.3
Art,TP5,Hank Gray,4.3
Art,TP5,Hank Violet,6.7
Art,TP5,Ivy Beige,7.0
Art,TP5,Ivy Blue,6.3
Art,TP5,Ivy Magenta,5.7
Art,TP5,Ivy Violet,7.7
Art,TP5,Ivy Yellow,3.3
Art,TP5,Jack Blue,1.7
Art,TP5,Jack Davis,6.7
Art,TP5,Jack Green,2.3
Art,TP5,Jack Johnson,4.3
Art,TP5,Jack Magenta,5.7
Art,TP5,Jack Orange,5.7
Art,TP5,Jack Red,4.0
Art,TP5,Jack Teal,4.0
Art,TP5,Jack White,7.0
Art,TP5,Kelly Brown,3.3
Art,TP5,Kelly Gray,5.7
Art,TP5,Kelly Pink,4.0
Art,TP5,Liam Beige,6.3
Art,TP5,Liam Black,6.3
Art,TP5,Liam Brown,5.3
Art,TP5,Liam Pink,4.3
Art,TP5,Liam Teal,5.7
Art,TP5,Liam White,4.7
Art,TP5,Liam Yellow,3.3
Art,TP5,Mona Azure,6.3
Art,TP5,Mona Beige,5.0
Art,TP5,Mona Blue,7.7
Art,TP5,Mona Brown,2.7
Art,TP5,Mona Johnson,6.3
Art,TP5,Mona Red,5.7
Art,TP5,Mona White,4.3
Art,TP5,Nick Beige,3.7
Art,TP5,Nick Black,5.0
Art,TP5,Nick Purple,4.3
Art,TP5,Nick Teal,7.0
Art,TP5,Olivia Beige,4.0
Art,TP5,Olivia Black,6.0
Art,TP5,Olivia Blue,5.3
Art,TP5,Olivia Brown,3.7
Art,TP5,Olivia Davis,5.0
Art,TP5,Olivia Magenta,3.0
Art,TP5,Olivia Yellow,3.0
Art,TP5,Paul Black,6.0
Art,TP5,Paul Blue,7.0
Art,TP5,Paul Davis,1.3
Art,TP5,Paul Green,4.7
Art,TP5,Paul Johnson,4.3
Art,TP5,Paul Violet,4.7
Art,TP5,Paul White,7.0
Art,TP5,Quincy Beige,6.7
Art,TP5,Quincy Green,4.0
Art,TP5,Quincy Johnson,6.7
Art,TP5,Quincy Red,7.3
Art,TP5,Quincy Yellow,4.3
Art,TP5,Rita Azure,5.7
Art,TP5,Rita Beige,2.3
Art,TP5,Rita Green,2.7
Art,TP5,Rita Johnson,5.3
Art,TP5,Rita Magenta,1.7
Art,TP5,Rita Red,4.3
Art,TP5,Sam Black,2.7
Art,TP5,Sam Blue,7.7
Art,TP5,Sam Davis,6.7
Art,TP5,Sam Green,9.0
Art,TP5,Sam Indigo,7.3
Art,TP5,Sam Orange,5.3
Art,TP6,Alice Brown,6.0
Art,TP6,Alice Green,7.3
Art,TP6,Alice Johnson,4.0
Art,TP6,Alice Purple,5.7
Art,TP6,Alice Violet,5.3
Art,TP6,Alice Yellow,5.0
Art,TP6,Bob Azure,6.3
Art,TP6,Bob Blue,4.0
Art,TP6,Bob Teal,3.7
Art,TP6,Bob Violet,5.7
Art,TP6,Charlie Black,4.3
Art,TP6,Charlie Brown,8.3
Art,TP6,Charlie Gray,5.3
Art,TP6,Charlie Green,5.7
Art,TP6,Charlie Magenta,6.3
Art,TP6,Charlie Pink,3.0
Art,TP6,Charlie White,4.3
Art,TP6,Dana Azure,5.3
Art,TP6,Dana Beige,6.7
Art,TP6,Dana Blue,4.3
Art,TP6,Dana Brown,4.3
Art,TP6,Dana Cyan,4.0
Art,TP6,Dana Indigo,7.0
Art,TP6,Dana Pink,5.0
Art,TP6,Dana Purple,7.7
Art,TP6,Dana Violet,5.3
Art,TP6,Dana White,5.7
Art,TP6,Eve Brown,4.7
Art,TP6,Eve Indigo,6.3
Art,TP6,Eve Johnson,7.3
Art,TP6,Eve Orange,6.3
Art,TP6,Eve Purple,3.0
Art,TP6,Eve Red,3.7
Art,TP6,Frank Azure,8.3
Art,TP6,Frank Black,3.3
Art,TP6,Frank Blue,7.0
Art,TP6,Frank Brown,3.7
Art,TP6,Frank Davis,4.7
Art,TP6,Frank Green,3.7
Art,TP6,Frank Johnson,5.3
Art,TP6,Frank Pink,2.3
Art,TP6,Frank White,4.0
Art,TP6,Frank Yellow,5.7
Art,TP6,Grace Black,5.7
Art,TP6,Grace Cyan,5.3
Art,TP6,Grace Green,7.3
Art,TP6,Grace Indigo,7.3
Art,TP6,Grace Orange,4.3
Art,TP6,Grace Pink,5.0
Art,TP6,Grace Purple,3.3
Art,TP6,Hank Brown,2.3
Art,TP6,Hank Davis,5.0
Art,TP6,Hank Green,5.7
Art,TP6,Hank Pink,5.7
Art,TP6,Ivy Indigo,5.7
Art,TP6,Ivy Teal,7.7
Art,TP6,Jack Beige,3.7
Art,TP6,Jack Blue,5.3
Art,TP6,Jack Brown,6.7
Art,TP6,Jack Cyan,5.3
Art,TP6,Jack Davis,3.3
Art,TP6,Jack Magenta,4.0
Art,TP6,Jack Purple,7.3
Art,TP6,Jack Violet,3.7
Art,TP6,Kelly Azure,4.7
Art,TP6,Kelly Brown,4.3
Art,TP6,Kelly Cyan,5.3
Art,TP6,Kelly Indigo,4.3
Art,TP6,Kelly Magenta,3.7
Art,TP6,Kelly Orange,5.0
Art,TP6,Kelly Teal,4.7
Art,TP6,Kelly White,6.3
Art,TP6,Liam Azure,6.0
Art,TP6,Liam Blue,3.3
Art,TP6,Liam Gray,5.3
Art,TP6,Liam Green,5.3
Art,TP6,Liam Indigo,4.3
Art,TP6,Liam Johnson,4.7
Art,TP6,Liam Orange,6.3
Art,TP6,Liam Teal,6.7
Art,TP6,Liam Violet,4.7
Art,TP6,Mona Beige,3.3
Art,TP6,Mona Indigo,6.7
Art,TP6,Mona Purple,2.7
Art,TP6,Nick Azure,4.7
Art,TP6,Nick Blue,6.0
Art,TP6,Nick Magenta,3.7
Art,TP6,Nick Yellow,5.0
Art,TP6,Olivia Azure,5.3
Art,TP6,Olivia Black,6.0
Art,TP6,Olivia Brown,4.0
Art,TP6,Olivia Davis,3.7
Art,TP6,Olivia Gray,3.7
Art,TP6,Olivia Indigo,4.0
Art,TP6,Olivia Magenta,7.0
Art,TP6,Olivia Orange,3.7
Art,TP6,Olivia Purple,7.0
Art,TP6,Olivia Red,2.0
Art,TP6,Olivia Violet,7.0
Art,TP6,Olivia Yellow,4.7
Art,TP6,Paul Azure,5.0
Art,TP6,Paul Blue,8.3
Art,TP6,Paul Johnson,6.0
Art,TP6,Paul Magenta,5.3
Art,TP6,Paul Pink,5.7
Art,TP6,Paul White,6.7
Art,TP6,Paul Yellow,3.3
Art,TP6,Quincy Black,7.7
Art,TP6,Quincy Brown,1.3
Art,TP6,Quincy Davis,5.7
Art,TP6,Quincy Gray,2.0
Art,TP6,Quincy Indigo,4.3
Art,TP6,Quincy Magenta,4.3
Art,TP6,Quincy Orange,5.7
Art,TP6,Quincy Pink,6.3
Art,TP6,Quincy Violet,4.0
Art,TP6,Rita Red,4.7
Art,TP6,Sam Azure,1.7
Art,TP6,Sam Beige,6.7
Art,TP6,Sam Johnson,3.3
Art,TP6,Sam Magenta,2.0
Art,TP6,Sam Orange,6.3
Art,TP6,Sam Pink,3.7
Art,TP6,Sam Red,4.7
Art,TP7,Alice Azure,5.3
Art,TP7,Alice Black,7.3
Art,TP7,Alice Blue,5.7
Art,TP7,Alice Cyan,2.7
Art,TP7,Alice Gray,5.7
Art,TP7,Alice Pink,5.0
Art,TP7,Alice Red,4.0
Art,TP7,Bob Beige,5.7
Art,TP7,Bob Indigo,5.7
Art,TP7,Bob Johnson,4.0
Art,TP7,Bob Orange,4.0
Art,TP7,Bob Pink,3.3
Art,TP7,Bob Teal,1.3
Art,TP7,Bob Violet,4.0
Art,TP7,Bob White,6.0
Art,TP7,Charlie Black,6.3
Art,TP7,Charlie Gray,5.0
Art,TP7,Charlie Pink,2.3
Art,TP7,Charlie White,3.0
Art,TP7,Dana Beige,5.0
Art,TP7,Dana Brown,6.0
Art,TP7,Dana Davis,3.3
Art,TP7,Dana Gray,3.7
Art,TP7,Dana Purple,6.7
Art,TP7,Dana Red,4.3
Art,TP7,Eve Beige,5.0
Art,TP7,Eve Cyan,2.7
Art,TP7,Eve Davis,6.3
Art,TP7,Eve Johnson,5.3
Art,TP7,Eve Magenta,6.7
Art,TP7,Eve Yellow,8.7
Art,TP7,Frank Beige,3.7
Art,TP7,Frank Brown,7.0
Art,TP7,Frank Cyan,6.7
Art,TP7,Frank Gray,5.0
Art,TP7,Frank Johnson,7.3
Art,TP7,Frank Magenta,4.3
Art,TP7,Frank Pink,0.7
Art,TP7,Frank Purple,6.0
Art,TP7,Frank Teal,4.3
Art,TP7,Frank White,3.3
Art,TP7,Grace Azure,7.7
Art,TP7,Grace Brown,8.7
Art,TP7,Grace Cyan,6.0
Art,TP7,Grace Green,4.3
Art,TP7,Grace Indigo,5.0
Art,TP7,Grace Johnson,6.7
Art,TP7,Grace Magenta,5.7
Art,TP7,Grace Pink,4.7
Art,TP7,Grace Violet,3.7
Art,TP7,Grace White,6.0
Art,TP7,Grace Yellow,5.0
Art,TP7,Hank Black,2.3
Art,TP7,Hank Davis,3.3
Art,TP7,Hank Purple,4.7
Art,TP7,Hank Violet,7.3
Art,TP7,Hank White,5.3
Art,TP7,Ivy Azure,5.3
Art,TP7,Ivy Brown,6.0
Art,TP7,Ivy Magenta,5.0
Art,TP7,Ivy Pink,7.0
Art,TP7,Jack Black,2.7
Art,TP7,Jack Brown,4.0
Art,TP7,Jack Purple,4.7
Art,TP7,Kelly Black,4.7
Art,TP7,Kelly Blue,2.7
Art,TP7,Kelly Cyan,5.3
Art,TP7,Kelly Pink,5.7
Art,TP7,Kelly Teal,5.0
Art,TP7,Kelly Violet,5.7
Art,TP7,Kelly Yellow,3.0
Art,TP7,Liam Azure,6.0
Art,TP7,Liam Blue,4.3
Art,TP7,Liam Brown,8.0
Art,TP7,Liam Cyan,7.3
Art,TP7,Liam Indigo,2.7
Art,TP7,Liam Orange,7.7
Art,TP7,Liam Teal,5.3
Art,TP7,Mona Black,2.0
Art,TP7,Mona Cyan,4.7
Art,TP7,Mona Purple,2.7
Art,TP7,Nick Blue,5.3
Art,TP7,Nick Brown,6.7
Art,TP7,Nick Davis,5.3
Art,TP7,Nick Indigo,7.3
Art,TP7,Nick Johnson,5.0
Art,TP7,Nick Teal,5.7
Art,TP7,Nick Violet,5.7
Art,TP7,Nick White,4.0
Art,TP7,Nick Yellow,4.7
Art,TP7,Olivia Azure,7.0
Art,TP7,Olivia Beige,7.0
Art,TP7,Olivia Gray,7.3
Art,TP7,Olivia Green,3.0
Art,TP7,Olivia Magenta,2.7
Art,TP7,Olivia Red,4.0
Art,TP7,Olivia Violet,3.3
Art,TP7,Paul Beige,3.0
Art,TP7,Paul Black,2.0
Art,TP7,Paul Blue,2.7
Art,TP7,Paul Orange,6.0
Art,TP7,Paul Pink,3.3
Art,TP7,Paul Purple,5.7
Art,TP7,Paul Teal,5.0
Art,TP7,Quincy Black,0.3
Art,TP7,Quincy Blue,3.7
Art,TP7,Quincy Cyan,6.0
Art,TP7,Quincy Green,4.7
Art,TP7,Quincy Johnson,1.3
Art,TP7,Quincy Purple,4.0
Art,TP7,Quincy White,2.0
Art,TP7,Quincy Yellow,5.0
Art,TP7,Rita Beige,7.0
Art,TP7,Rita Black,3.3
Art,TP7,Rita Brown,5.3
Art,TP7,Rita Gray,5.0
Art,TP7,Rita Magenta,6.7
Art,TP7,Rita Purple,7.0
Art,TP7,Sam Azure,4.0
Art,TP7,Sam Brown,3.7
Art,TP7,Sam Gray,4.7
Art,TP7,Sam Indigo,3.7
Art,TP7,Sam Orange,6.0
Art,TP7,Sam Pink,4.3
Art,TP7,Sam Red,3.7
Art,TP7,Sam Violet,5.0
Art,TP8,Alice Blue,4.3
Art,TP8,Alice Brown,3.3
Art,TP8,Alice Cyan,5.0
Art,TP8,Alice Orange,5.7
Art,TP8,Alice Pink,7.0
Art,TP8,Alice Teal,6.0
Art,TP8,Alice White,5.3
Art,TP8,Alice Yellow,6.0
Art,TP8,Bob Beige,4.3
Art,TP8,Bob Brown,3.0
Art,TP8,Bob Cyan,5.0
Art,TP8,Bob Johnson,3.3
Art,TP8,Bob Magenta,7.0
Art,TP8,Bob Pink,7.0
Art,TP8,Bob Teal,6.3
Art,TP8,Bob Violet,5.7
Art,TP8,Charlie Beige,1.7
Art,TP8,Charlie Cyan,6.0
Art,TP8,Charlie Johnson,4.0
Art,TP8,Charlie Orange,5.0
Art,TP8,Charlie Teal,2.7
Art,TP8,Charlie Violet,4.3
Art,TP8,Dana Green,5.3
Art,TP8,Dana Indigo,5.0
Art,TP8,Dana Pink,4.7
Art,TP8,Dana White,3.3
Art,TP8,Eve Blue,7.0
Art,TP8,Eve Brown,9.0
Art,TP8,Eve Magenta,4.7
Art,TP8,Eve Pink,3.0
Art,TP8,Eve Red,5.3
Art,TP8,Eve Teal,6.0
Art,TP8,Frank Azure,2.3
Art,TP8,Frank Beige,4.3
Art,TP8,Frank Blue,3.3
Art,TP8,Frank Brown,2.3
Art,TP8,Frank Green,1.0
Art,TP8,Frank Magenta,2.7
Art,TP8,Frank Violet,6.3
Art,TP8,Frank White,3.3
Art,TP8,Grace Beige,4.7
Art,TP8,Grace Johnson,7.7
Art,TP8,Grace Orange,7.7
Art,TP8,Grace White,4.0
Art,TP8,Grace Yellow,4.7
Art,TP8,Hank Azure,2.3
Art,TP8,Hank Beige,6.3
Art,TP8,Hank Blue,8.3
Art,TP8,Hank Brown,3.7
Art,TP8,Hank Indigo,5.7
Art,TP8,Hank Magenta,7.3
Art,TP8,Hank White,3.7
Art,TP8,Ivy Blue,4.3
Art,TP8,Ivy Green,4.3
Art,TP8,Ivy Indigo,5.3
Art,TP8,Ivy Magenta,7.3
Art,TP8,Ivy Pink,5.0
Art,TP8,Ivy Red,5.3
Art,TP8,Ivy Teal,4.3
Art,TP8,Ivy White,7.7
Art,TP8,Ivy Yellow,4.3
Art,TP8,Jack Beige,3.0
Art,TP8,Jack Brown,4.0
Art,TP8,Jack Gray,6.7
Art,TP8,Jack Indigo,3.7
Art,TP8,Jack Johnson,8.0
Art,TP8,Jack Orange,8.3
Art,TP8,Jack Purple,4.3
Art,TP8,Jack White,4.7
Art,TP8,Jack Yellow,4.7
Art,TP8,Kelly Blue,5.0
Art,TP8,Kelly Brown,9.3
Art,TP8,Kelly Gray,4.0
Art,TP8,Kelly Johnson,4.3
Art,TP8,Kelly Red,6.3
Art,TP8,Liam Brown,4.0
Art,TP8,Liam Green,4.0
Art,TP8,Liam Indigo,7.0
Art,TP8,Liam Johnson,4.0
Art,TP8,Liam Magenta,7.0
Art,TP8,Liam Pink,4.7
Art,TP8,Liam Purple,6.0
Art,TP8,Mona Azure,8.0
Art,TP8,Mona Black,3.3
Art,TP8,Mona Brown,7.7
Art,TP8,Mona Cyan,7.0
Art,TP8,Mona Gray,4.0
Art,TP8,Mona Green,6.7
Art,TP8,Mona Orange,3.3
Art,TP8,Mona Pink,2.7
Art,TP8,Mona Purple,5.0
Art,TP8,Mona Red,6.3
Art,TP8,Mona Violet,4.0
Art,TP8,Nick Blue,8.0
Art,TP8,Nick Gray,2.3
Art,TP8,Nick Magenta,3.7
Art,TP8,Nick Orange,2.0
Art,TP8,Nick Violet,6.7
Art,TP8,Nick White,3.3
Art,TP8,Olivia Blue,2.3
Art,TP8,Olivia Green,3.3
Art,TP8,Olivia Orange,4.7
Art,TP8,Olivia Purple,7.0
Art,TP8,Olivia Teal,7.3
Art,TP8,Olivia Violet,7.0
Art,TP8,Olivia White,5.0
Art,TP8,Paul Azure,5.0
Art,TP8,Paul Beige,1.3
Art,TP8,Paul Blue,5.3
Art,TP8,Paul Brown,2.0
Art,TP8,Paul Cyan,3.3
Art,TP8,Paul Orange,5.0
Art,TP8,Paul Teal,8.3
Art,TP8,Paul Violet,6.7
Art,TP8,Paul White,4.0
Art,TP8,Quincy Beige,5.3
Art,TP8,Quincy Black,3.7
Art,TP8,Quincy Blue,4.3
Art,TP8,Quincy Brown,4.7
Art,TP8,Quincy Green,8.0
Art,TP8,Quincy Indigo,6.3
Art,TP8,Quincy Johnson,3.3
Art,TP8,Quincy Orange,5.3
Art,TP8,Quincy White,4.7
Art,TP8,Rita Beige,4.3
Art,TP8,Rita Blue,5.0
Art,TP8,Rita Cyan,5.3
Art,TP8,Rita Gray,5.0
Art,TP8,Rita Green,7.0
Art,TP8,Rita Johnson,6.0
Art,TP8,Rita Magenta,4.3
Art,TP8,Rita White,5.7
Art,TP8,Sam Cyan,4.3
Art,TP8,Sam Gray,4.7
Art,TP8,Sam Green,4.3
