Subject_Name,Evaluation_Name,Student_Name,Grade
Art,TP10,Hank Yellow,5.3333335
Art,TP10,Ivy Brown,5.6666665
Art,TP7,Ivy Brown,6.0
Art,TP6,Olivia Davis,3.6666667
Art,TP5,Olivia Davis,5.0
Art,TP7,Paul Beige,3.0
Art,TP8,Paul Beige,1.3333334
Art,TP Final,Rita Orange,4.285714
Art,TP10,Rita Orange,7.6666665
Art,TP1,Frank Green,5.3333335
Art,TP6,Frank Green,3.6666667
Art,TP8,Frank Green,1.0
Art,TP10,Frank Green,5.0
Art,TP Final,Ivy Green,2.142857
Art,TP8,Ivy Green,4.3333335
Art,TP3,Jack Teal,5.642857
Art,TP9,Jack Teal,5.6666665
Art,TP4,Jack Teal,5.714286
Art,TP Final,Jack Teal,4.714286
Art,TP5,Jack Teal,4.0
Art,TP5,Grace Beige,3.0
Art,TP8,Grace Beige,4.6666665
Art,TP10,Grace Beige,5.6666665
Art,TP9,Olivia Beige,7.0
Art,TP7,Olivia Beige,7.0
Art,TP5,Olivia Beige,4.0
Art,TP9,Quincy Pink,5.6666665
Art,TP10,Quincy Pink,5.0
Art,TP6,Quincy Pink,6.3333335
Art,TP4,Grace Davis,5.875
Art,TP9,Grace Davis,1.6666666
Art,TP5,Grace Davis,7.6666665
Art,TP3,Jack Brown,5.071429
Art,TP8,Jack Brown,4.0
Art,TP Final,Jack Brown,4.428571
Art,TP7,Jack Brown,4.0
Art,TP6,Jack Brown,6.6666665
Art,TP10,Kelly Yellow,8.333333
Art,TP7,Kelly Yellow,3.0
Art,TP Final,Alice Gray,4.0
Art,TP7,Alice Gray,5.6666665
Art,TP7,Frank White,3.3333333
Art,TP10,Frank White,6.6666665
Art,TP6,Frank White,4.0
Art,TP9,Frank White,2.6666667
Art,TP6,Jack Blue,5.3333335
Art,TP5,Jack Blue,1.6666666
Art,TP9,Jack Blue,3.0
Art,TP6,Olivia Purple,7.0
Art,TP Final,Olivia Purple,5.285714
Art,TP8,Olivia Purple,7.0
Art,TP9,Alice Black,2.3333333
Art,TP7,Alice Black,7.3333335
Art,TP10,Alice Black,5.0
Art,TP9,Jack Purple,5.0
Art,TP8,Jack Purple,4.3333335
Art,TP7,Jack Purple,4.6666665
Art,TP6,Jack Purple,7.3333335
Art,TP2,Jack Johnson,5.3333335
Art,TP8,Jack Johnson,8.0
Art,TP5,Jack Johnson,4.3333335
Art,TP6,Paul Johnson,6.0
Art,TP5,Paul Johnson,4.3333335
Art,TP10,Grace Blue,4.3333335
Art,TP Final,Grace Blue,5.571429
Art,TP6,Sam Pink,3.6666667
Art,TP7,Sam Pink,4.3333335
Art,TP8,Sam Pink,4.0
Art,TP1,Frank Brown,5.047619
Art,TP6,Frank Brown,3.6666667
Art,TP7,Frank Brown,7.0
Art,TP9,Frank Brown,6.6666665
Art,TP8,Frank Brown,2.3333333
Art,TP5,Grace Teal,5.0
Art,TP1,Frank Orange,4.6190476
Art,TP5,Frank Orange,2.3333333
Art,TP4,Grace Johnson,2.625
Art,TP8,Grace Johnson,7.6666665
Art,TP7,Grace Johnson,6.6666665
Art,TP8,Mona Pink,2.6666667
Art,TP9,Nick Cyan,3.6666667
Art,TP4,Sam White,4.875
Art,TP10,Sam White,4.0
Art,TP4,Bob Purple,5.428571
Art,TP5,Eve Azure,5.0
Art,TP5,Quincy Yellow,4.3333335
Art,TP7,Quincy Yellow,5.0
Art,TP9,Grace Gray,4.3333335
Art,TP8,Liam Johnson,4.0
Art,TP10,Liam Johnson,3.3333333
Art,TP6,Liam Johnson,4.6666665
Art,TP5,Liam White,4.6666665
Art,TP4,Liam White,5.375
Art,TP9,Liam White,3.0
Art,TP10,Paul Black,8.666667
Art,TP5,Paul Black,6.0
Art,TP7,Paul Black,2.0
Art,TP8,Dana Pink,4.6666665
Art,TP5,Dana Pink,4.6666665
Art,TP6,Dana Pink,5.0
Art,TP10,Dana Pink,5.6666665
Art,TP6,Liam Green,5.3333335
Art,TP8,Liam Green,4.0
Art,TP9,Dana Violet,5.0
Art,TP6,Dana Violet,5.3333335
Art,TP10,Grace Azure,6.3333335
Art,TP5,Grace Azure,3.3333333
Art,TP7,Grace Azure,7.6666665
Art,TP10,Dana Cyan,4.6666665
Art,TP9,Dana Cyan,5.0
Art,TP6,Dana Cyan,4.0
Art,TP6,Kelly Cyan,5.3333335
Art,TP7,Kelly Cyan,5.3333335
Art,TP9,Liam Red,5.0
Art,TP3,Dana Azure,5.678571
Art,TP6,Dana Azure,5.3333335
Art,TP Final,Olivia Green,3.4285715
Art,TP8,Olivia Green,3.3333333
Art,TP1,Paul Indigo,5.047619
Art,TP10,Paul Indigo,2.3333333
Art,TP Final,Rita Black,4.714286
Art,TP9,Rita Black,5.3333335
Art,TP7,Rita Black,3.3333333
Art,TP10,Eve Pink,2.3333333
Art,TP8,Eve Pink,3.0
Art,TP9,Hank Green,3.6666667
Art,TP6,Hank Green,5.6666665
Art,TP9,Ivy Azure,8.0
Art,TP7,Ivy Azure,5.3333335
Art,TP6,Eve Johnson,7.3333335
Art,TP10,Eve Johnson,5.3333335
Art,TP9,Eve Johnson,2.3333333
Art,TP7,Eve Johnson,5.3333335
Art,TP3,Rita Johnson,5.857143
Art,TP5,Rita Johnson,5.3333335
Art,TP10,Rita Johnson,6.3333335
Art,TP8,Rita Johnson,6.0
Art,TP10,Charlie Yellow,6.6666665
Art,TP9,Charlie Yellow,5.3333335
Art,TP Final,Frank Davis,5.714286
Art,TP2,Frank Davis,4.9
Art,TP9,Frank Davis,7.3333335
Art,TP5,Frank Davis,2.6666667
Art,TP6,Frank Davis,4.6666665
Art,TP4,Paul Orange,5.0
Art,TP9,Paul Orange,8.333333
Art,TP7,Paul Orange,6.0
Art,TP8,Paul Orange,5.0
Art,TP9,Jack Magenta,4.3333335
Art,TP5,Jack Magenta,5.6666665
Art,TP10,Jack Magenta,2.0
Art,TP6,Jack Magenta,4.0
Art,TP5,Grace Cyan,5.0
Art,TP7,Grace Cyan,6.0
Art,TP9,Grace Cyan,4.6666665
Art,TP6,Grace Cyan,5.3333335
Art,TP7,Quincy Purple,4.0
Art,TP8,Ivy Red,5.3333335
Art,TP7,Dana Davis,3.3333333
Art,TP5,Dana Davis,4.3333335
Art,TP9,Dana Davis,6.0
Art,TP10,Dana Davis,3.0
Art,TP4,Kelly Black,4.125
Art,TP7,Kelly Black,4.6666665
Art,TP10,Kelly Magenta,8.666667
Art,TP6,Kelly Magenta,3.6666667
Art,TP9,Kelly Magenta,6.6666665
Art,TP Final,Ivy Davis,4.285714
Art,TP10,Ivy Davis,4.0
Art,TP1,Sam Red,3.5714285
Art,TP6,Sam Red,4.6666665
Art,TP7,Sam Red,3.6666667
Art,TP10,Sam Red,3.0
Art,TP5,Rita Red,4.3333335
Art,TP6,Rita Red,4.6666665
Art,TP7,Kelly Violet,5.6666665
Art,TP9,Kelly Violet,4.0
Art,TP Final,Liam Davis,5.285714
Art,TP6,Liam Davis,6.5
Art,TP10,Kelly Beige,5.3333335
Art,TP9,Kelly Beige,7.3333335
Art,TP10,Jack Pink,7.0
Art,TP1,Paul Yellow,4.857143
Art,TP6,Paul Yellow,3.3333333
Art,TP3,Paul Yellow,5.7777777
Art,TP7,Liam Azure,6.0
Art,TP6,Liam Azure,6.0
Art,TP10,Nick Gray,5.0
Art,TP8,Nick Gray,2.3333333
Art,TP8,Grace Yellow,4.6666665
Art,TP7,Grace Yellow,5.0
Art,TP6,Nick Azure,4.6666665
Art,TP4,Eve Green,3.75
Art,TP5,Eve Green,8.666667
Art,TP3,Quincy Magenta,5.178571
Art,TP Final,Quincy Magenta,6.285714
Art,TP9,Quincy Magenta,5.3333335
Art,TP6,Quincy Magenta,4.3333335
Art,TP7,Charlie Black,6.3333335
Art,TP10,Charlie Black,4.6666665
Art,TP5,Charlie Black,6.0
Art,TP Final,Charlie Black,3.2857144
Art,TP6,Charlie Black,4.3333335
Art,TP5,Quincy Green,4.0
Art,TP8,Quincy Green,8.0
Art,TP7,Quincy Green,4.6666665
Art,TP9,Quincy Green,7.0
Art,TP Final,Mona Black,5.571429
Art,TP10,Mona Black,4.6666665
Art,TP4,Mona Black,7.0
Art,TP7,Mona Black,2.0
Art,TP9,Mona Black,4.0
Art,TP8,Mona Black,3.3333333
Art,TP5,Sam Black,2.6666667
Art,TP10,Sam Magenta,3.0
Art,TP Final,Sam Magenta,5.0
Art,TP6,Sam Magenta,2.0
Art,TP9,Sam Magenta,4.0
Art,TP8,Sam Magenta,7.3333335
Art,TP8,Quincy Brown,4.6666665
Art,TP6,Quincy Brown,1.3333334
Art,TP2,Nick Davis,5.142857
Art,TP9,Nick Davis,5.6666665
Art,TP8,Frank Azure,2.3333333
Art,TP6,Frank Azure,8.333333
Art,TP6,Charlie Gray,5.3333335
Art,TP7,Charlie Gray,5.0
Art,TP8,Olivia White,5.0
Art,TP5,Kelly Pink,4.0
Art,TP7,Kelly Pink,5.6666665
Art,TP10,Dana Purple,5.3333335
Art,TP5,Dana Purple,3.0
Art,TP7,Dana Purple,6.6666665
Art,TP6,Dana Purple,7.6666665
Art,TP4,Kelly Orange,5.75
Art,TP6,Kelly Orange,5.0
Art,TP4,Sam Beige,7.0
Art,TP6,Sam Beige,6.6666665
Art,TP6,Kelly Indigo,4.3333335
Art,TP6,Eve Purple,3.0
Art,TP10,Nick Indigo,5.3333335
Art,TP7,Nick Indigo,7.3333335
Art,TP Final,Paul Davis,5.857143
Art,TP5,Paul Davis,1.3333334
Art,TP10,Alice Violet,5.6666665
Art,TP9,Alice Violet,8.666667
Art,TP Final,Alice Violet,3.7142856
Art,TP6,Alice Violet,5.3333335
Art,TP8,Hank White,3.6666667
Art,TP7,Hank White,5.3333335
Art,TP9,Hank White,4.3333335
Art,TP6,Olivia Orange,3.6666667
Art,TP8,Olivia Orange,4.6666665
Art,TP4,Olivia Orange,4.125
Art,TP6,Bob Blue,4.0
Art,TP1,Rita Purple,4.857143
Art,TP7,Rita Purple,7.0
Art,TP7,Alice Azure,5.3333335
Art,TP4,Rita Beige,5.0
Art,TP5,Rita Beige,2.3333333
Art,TP8,Rita Beige,4.3333335
Art,TP7,Rita Beige,7.0
Art,TP9,Paul Azure,3.6666667
Art,TP6,Paul Azure,5.0
Art,TP8,Paul Azure,5.0
Art,TP9,Ivy Gray,1.0
Art,TP10,Ivy Gray,4.0
Art,TP Final,Grace Red,4.142857
Art,TP4,Grace Red,5.5
Art,TP6,Grace Red,6.0
Art,TP8,Nick Orange,2.0
Art,TP8,Paul Cyan,3.3333333
Art,TP4,Bob Davis,5.625
Art,TP5,Bob Davis,6.0
Art,TP10,Jack Violet,7.0
Art,TP Final,Jack Violet,6.0
Art,TP6,Jack Violet,3.6666667
Art,TP6,Ivy Teal,7.6666665
Art,TP8,Ivy Teal,4.3333335
Art,TP5,Ivy Teal,1.0
Art,TP9,Jack Azure,6.0
Art,TP10,Jack Azure,1.6666666
Art,TP9,Charlie Teal,2.6666667
Art,TP8,Charlie Teal,2.6666667
Art,TP1,Mona Beige,4.8095236
Art,TP5,Mona Beige,5.0
Art,TP6,Mona Beige,3.3333333
Art,TP10,Quincy White,5.3333335
Art,TP8,Quincy White,4.6666665
Art,TP7,Quincy White,2.0
Art,TP6,Bob Azure,6.3333335
Art,TP5,Bob Azure,2.6666667
Art,TP2,Alice Magenta,5.3333335
Art,TP5,Alice Magenta,2.0
Art,TP10,Alice Magenta,6.3333335
Art,TP9,Alice Magenta,6.6666665
Art,TP5,Olivia Brown,3.6666667
Art,TP9,Olivia Brown,4.3333335
Art,TP Final,Olivia Brown,4.857143
Art,TP4,Olivia Brown,2.75
Art,TP6,Olivia Brown,4.0
Art,TP8,Ivy Blue,4.3333335
Art,TP5,Ivy Blue,6.3333335
Art,TP9,Jack Davis,5.0
Art,TP5,Jack Davis,6.6666665
Art,TP6,Jack Davis,3.3333333
Art,TP7,Frank Purple,6.0
Art,TP10,Paul Brown,6.6666665
Art,TP8,Paul Brown,2.0
Art,TP3,Alice Orange,5.321429
Art,TP10,Alice Orange,3.6666667
Art,TP8,Alice Orange,5.6666665
Art,TP4,Rita Violet,4.875
Art,TP10,Ivy Magenta,4.0
Art,TP7,Ivy Magenta,5.0
Art,TP8,Ivy Magenta,7.3333335
Art,TP5,Ivy Magenta,5.6666665
Art,TP9,Ivy Magenta,3.3333333
Art,TP5,Quincy Red,7.3333335
Art,TP Final,Quincy Red,4.571429
Art,TP1,Frank Beige,4.1904764
Art,TP10,Frank Beige,6.6666665
Art,TP8,Frank Beige,4.3333335
Art,TP7,Frank Beige,3.6666667
Art,TP8,Hank Brown,3.6666667
Art,TP Final,Hank Brown,4.571429
Art,TP6,Hank Brown,2.3333333
Art,TP9,Nick Brown,7.6666665
Art,TP7,Nick Brown,6.6666665
Art,TP10,Nick Brown,3.6666667
Art,TP2,Quincy Davis,3.6666667
Art,TP6,Quincy Davis,5.6666665
Art,TP10,Quincy Davis,1.6666666
Art,TP9,Quincy Davis,3.3333333
Art,TP9,Eve Orange,7.6666665
Art,TP4,Eve Orange,3.375
Art,TP6,Eve Orange,6.3333335
Art,TP5,Eve Orange,2.3333333
Art,TP8,Eve Red,5.3333335
Art,TP10,Eve Red,7.3333335
Art,TP6,Eve Red,3.6666667
Art,TP5,Eve Red,4.0
Art,TP8,Grace White,4.0
Art,TP7,Grace White,6.0
Art,TP8,Charlie Cyan,6.0
Art,TP10,Charlie Cyan,5.0
Art,TP6,Charlie Green,5.6666665
Art,TP10,Charlie Green,4.3333335
Art,TP10,Dana Yellow,2.0
Art,TP4,Rita Teal,4.125
Art,TP8,Olivia Violet,7.0
Art,TP6,Olivia Violet,7.0
Art,TP10,Olivia Violet,6.6666665
Art,TP7,Olivia Violet,3.3333333
Art,TP8,Rita Blue,5.0
Art,TP10,Rita Blue,3.0
Art,TP7,Paul Purple,5.6666665
Art,TP10,Paul Purple,3.3333333
Art,TP7,Eve Yellow,8.666667
Art,TP9,Rita Azure,7.3333335
Art,TP5,Rita Azure,5.6666665
Art,TP Final,Liam Orange,5.142857
Art,TP6,Liam Orange,6.3333335
Art,TP7,Liam Orange,7.6666665
Art,TP10,Liam Orange,7.3333335
Art,TP9,Liam Orange,7.0
Art,TP10,Ivy Black,4.3333335
Art,TP5,Sam Blue,7.6666665
Art,TP9,Sam Blue,4.3333335
Art,TP Final,Rita Gray,6.142857
Art,TP8,Rita Gray,5.0
Art,TP10,Ivy Violet,3.6666667
Art,TP5,Ivy Violet,7.6666665
Art,TP10,Liam Black,8.0
Art,TP Final,Liam Black,6.142857
Art,TP5,Liam Black,6.3333335
Art,TP7,Bob Teal,1.3333334
Art,TP8,Bob Teal,6.3333335
Art,TP6,Bob Teal,3.6666667
Art,TP5,Frank Red,3.0
Art,TP9,Frank Red,6.6666665
Art,TP7,Alice Cyan,2.6666667
Art,TP10,Alice Cyan,5.3333335
Art,TP5,Alice Cyan,4.3333335
Art,TP8,Alice Cyan,5.0
Art,TP7,Eve Beige,5.0
Art,TP9,Frank Black,6.6666665
Art,TP4,Frank Black,3.875
Art,TP6,Frank Black,3.3333333
Art,TP2,Charlie Purple,5.952381
Art,TP8,Jack Indigo,3.6666667
Art,TP9,Jack Indigo,5.6666665
Art,TP10,Jack Indigo,7.0
Art,TP6,Quincy Violet,4.0
Art,TP7,Mona Purple,2.6666667
Art,TP8,Mona Purple,5.0
Art,TP6,Mona Purple,2.6666667
Art,TP6,Alice Brown,6.0
Art,TP Final,Alice Brown,4.428571
Art,TP8,Alice Brown,3.3333333
Art,TP5,Liam Yellow,3.3333333
Art,TP Final,Liam Yellow,3.857143
Art,TP9,Liam Yellow,5.0
Art,TP3,Mona Davis,5.642857
Art,TP10,Mona Davis,5.6666665
Art,TP8,Hank Blue,8.333333
Art,TP5,Hank Blue,5.3333335
Art,TP9,Hank Gray,7.6666665
Art,TP5,Hank Gray,4.3333335
Art,TP6,Alice Yellow,5.0
Art,TP5,Alice Yellow,6.0
Art,TP8,Alice Yellow,6.0
Art,TP10,Hank Teal,2.0
Art,TP10,Bob Magenta,4.6666665
Art,TP8,Bob Magenta,7.0
Art,TP9,Bob Magenta,5.6666665
Art,TP10,Frank Indigo,5.6666665
Art,TP9,Frank Indigo,4.0
Art,TP9,Nick Violet,5.0
Art,TP8,Nick Violet,6.6666665
Art,TP7,Nick Violet,5.6666665
Art,TP8,Nick Blue,8.0
Art,TP4,Nick Blue,3.625
Art,TP6,Nick Blue,6.0
Art,TP7,Nick Blue,5.3333335
Art,TP9,Mona Johnson,6.0
Art,TP5,Mona Johnson,6.3333335
Art,TP Final,Dana Gray,2.7142856
Art,TP7,Dana Gray,3.6666667
Art,TP8,Frank Violet,6.3333335
Art,TP5,Frank Violet,8.0
Art,TP7,Hank Violet,7.3333335
Art,TP9,Hank Violet,1.3333334
Art,TP5,Hank Violet,6.6666665
Art,TP5,Nick Teal,7.0
Art,TP7,Nick Teal,5.6666665
Art,TP6,Ivy Indigo,5.6666665
Art,TP8,Ivy Indigo,5.3333335
Art,TP5,Mona Blue,7.6666665
Art,TP9,Mona Blue,2.3333333
Art,TP7,Dana Red,4.3333335
Art,TP10,Grace Purple,8.0
Art,TP Final,Grace Purple,4.142857
Art,TP6,Grace Purple,3.3333333
Art,TP5,Grace Purple,6.0
Art,TP6,Quincy Gray,2.0
Art,TP Final,Bob Black,5.142857
Art,TP10,Bob Black,4.6666665
Art,TP9,Dana Teal,6.6666665
Art,TP6,Olivia Indigo,4.0
Art,TP Final,Olivia Indigo,3.2857144
Art,TP3,Rita Green,4.714286
Art,TP5,Rita Green,2.6666667
Art,TP8,Rita Green,7.0
Art,TP5,Charlie Johnson,4.3333335
Art,TP8,Charlie Johnson,4.0
Art,TP6,Jack Cyan,5.3333335
Art,TP9,Jack Cyan,5.0
Art,TP3,Nick Magenta,5.0
Art,TP6,Nick Magenta,3.6666667
Art,TP8,Nick Magenta,3.6666667
Art,TP7,Eve Magenta,6.6666665
Art,TP8,Eve Magenta,4.6666665
Art,TP10,Kelly Azure,4.0
Art,TP9,Kelly Azure,5.0
Art,TP6,Kelly Azure,4.6666665
Art,TP2,Frank Magenta,5.6190476
Art,TP Final,Frank Magenta,3.2857144
Art,TP7,Frank Magenta,4.3333335
Art,TP8,Frank Magenta,2.6666667
Art,TP Final,Kelly Purple,3.857143
Art,TP4,Kelly Purple,5.5
Art,TP9,Kelly Purple,7.3333335
Art,TP4,Mona Gray,3.875
Art,TP Final,Mona Gray,3.7142856
Art,TP10,Mona Gray,5.0
Art,TP8,Mona Gray,4.0
Art,TP1,Bob Red,4.2380953
Art,TP2,Bob Red,4.904762
Art,TP5,Bob Red,4.6666665
Art,TP6,Dana Blue,4.3333335
Art,TP5,Dana Blue,3.3333333
Art,TP9,Dana Blue,7.3333335
Art,TP2,Liam Teal,4.904762
Art,TP Final,Liam Teal,6.285714
Art,TP7,Liam Teal,5.3333335
Art,TP6,Liam Teal,6.6666665
Art,TP5,Liam Teal,5.6666665
Art,TP10,Eve Gray,6.6666665
Art,TP10,Olivia Cyan,7.3333335
Art,TP9,Dana Magenta,7.3333335
Art,TP5,Dana Magenta,3.0
Art,TP5,Charlie Indigo,6.6666665
Art,TP Final,Charlie Indigo,3.7142856
Art,TP8,Sam Gray,4.6666665
Art,TP7,Sam Gray,4.6666665
Art,TP9,Sam Gray,5.0
Art,TP Final,Sam Orange,4.0
Art,TP6,Sam Orange,6.3333335
Art,TP7,Sam Orange,6.0
Art,TP5,Sam Orange,5.3333335
Art,TP9,Sam Orange,7.0
Art,TP9,Alice Purple,4.3333335
Art,TP6,Alice Purple,5.6666665
Art,TP3,Charlie Azure,4.464286
Art,TP9,Eve Blue,3.3333333
Art,TP5,Eve Blue,4.6666665
Art,TP8,Eve Blue,7.0
Art,TP5,Grace Pink,9.333333
Art,TP7,Grace Pink,4.6666665
Art,TP6,Grace Pink,5.0
Art,TP1,Paul Pink,4.2380953
Art,TP3,Paul Pink,4.535714
Art,TP7,Paul Pink,3.3333333
Art,TP10,Paul Pink,5.3333335
Art,TP6,Paul Pink,5.6666665
Art,TP9,Paul Pink,8.333333
Art,TP6,Dana Beige,6.6666665
Art,TP7,Dana Beige,5.0
Art,TP5,Eve Davis,3.3333333
Art,TP7,Eve Davis,6.3333335
Art,TP8,Mona Red,6.3333335
Art,TP5,Mona Red,5.6666665
Art,TP9,Mona Red,3.0
Art,TP1,Charlie Red,5.142857
Art,TP Final,Charlie Red,4.714286
Art,TP8,Hank Magenta,7.3333335
Art,TP9,Quincy Teal,7.6666665
Art,TP5,Frank Cyan,5.0
Art,TP7,Frank Cyan,6.6666665
Art,TP9,Liam Gray,6.6666665
Art,TP6,Liam Gray,5.3333335
Art,TP4,Liam Blue,6.625
Art,TP7,Liam Blue,4.3333335
Art,TP10,Liam Blue,1.6666666
Art,TP6,Liam Blue,3.3333333
Art,TP Final,Nick White,5.714286
Art,TP4,Nick White,6.0
Art,TP8,Nick White,3.3333333
Art,TP8,Eve Teal,6.0
Art,TP10,Charlie Davis,6.3333335
Art,TP Final,Charlie Davis,5.285714
Art,TP9,Charlie Davis,4.3333335
Art,TP7,Alice Pink,5.0
Art,TP9,Alice Pink,3.0
